pixel,wavelength,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int,,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int
,,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70
606,606,0.08068381,4.6970034,0.14877692,8.63951,0.24055949,14.617939,0.7714634,44.892075,0.6302919,35.56454,1.1624074,67.54995,0.4241876,25.030914,1.1356946,67.69481,,0.10315972,2.6079786,0.18362929,4.6221223,0.26078025,5.231232,0.77737087,19.663212,0.69885284,17.549803,1.0237654,37.688282,0.52934283,34.23524,1.058961,54.77577
607,607,0.08135066,4.598186,0.14944132,8.424961,0.24099858,14.190229,0.7692535,43.459694,0.63189757,34.616768,1.1719584,66.00992,0.42718562,24.46848,1.1443942,66.113945,,0.10693327,2.6204162,0.18054926,4.403115,0.2613965,5.0416207,0.7780192,19.065577,0.7000148,17.024555,1.015471,36.32732,0.53011763,33.281345,1.0570532,53.23393
608,608,0.082012884,4.5005016,0.15011883,8.215552,0.24105692,13.751809,0.7673973,42.09071,0.63336086,33.67804,1.1804185,64.46402,0.42990208,23.914412,1.1520942,64.50732,,0.111008674,2.6330025,0.17717257,4.1795416,0.2622723,4.8598404,0.77972776,18.480703,0.701185,16.488745,1.0069717,35.013294,0.53114605,32.36403,1.0544165,51.76842
609,609,0.08242431,4.389354,0.1508577,8.011627,0.24074781,13.309674,0.76604307,40.775127,0.6346622,32.740543,1.1878396,62.93634,0.43227535,23.365185,1.1586024,62.89529,,0.11498146,2.6344109,0.17390393,3.9606614,0.26330674,4.679125,0.7817328,17.884544,0.7028663,15.947201,0.99875695,33.748737,0.5323079,31.475203,1.0516832,50.387516
610,610,0.082841456,4.279573,0.15158734,7.808981,0.24022168,12.877353,0.7651399,39.508244,0.6358638,31.813145,1.1944805,61.452183,0.43450633,22.827093,1.1639006,61.301678,,0.1188851,2.6278186,0.17146353,3.7659097,0.26444912,4.5011415,0.78395677,17.290432,0.70386934,15.392447,0.9910876,32.526936,0.5335915,30.613888,1.0490383,49.085903
611,611,0.08315004,4.165995,0.15219505,7.603584,0.23987356,12.478464,0.7648247,38.296726,0.63672113,30.896427,1.2005906,60.03132,0.4367801,22.307438,1.1680479,59.751728,,0.12215076,2.6016638,0.170124,3.599744,0.26593176,4.3293014,0.78736603,16.722157,0.7043215,14.829035,0.9844718,31.355244,0.53484505,29.781847,1.0466198,47.853416
612,612,0.0834577,4.055275,0.15271364,7.39968,0.2397873,12.114688,0.7648428,37.138664,0.63749635,30.00435,1.206322,58.679874,0.43928093,21.810347,1.171185,58.25568,,0.12475843,2.560128,0.16987649,3.4612477,0.2666434,4.1530666,0.79182523,16.19136,0.70423037,14.269397,0.9786431,30.228289,0.5358559,28.978731,1.0445687,46.677124
613,613,0.083798684,3.9501653,0.1533998,7.2105594,0.24014308,11.793641,0.7650802,36.031895,0.63819027,29.137962,1.2121723,57.403282,0.44201314,21.337961,1.1737449,56.82769,,0.12651445,2.4998827,0.17028977,3.340288,0.26801392,4.000512,0.79720354,15.694205,0.70404387,13.729644,0.97334415,29.142933,0.5369122,28.229998,1.0433719,45.56051
614,614,0.08446193,3.8637655,0.15444176,7.0449495,0.24088354,11.509974,0.7652347,34.969093,0.6387305,28.304216,1.2180644,56.192146,0.44509724,20.893675,1.1761438,55.471836,,0.12744369,2.42752,0.17161201,3.2443733,0.2704715,3.880128,0.8035511,15.246143,0.70451385,13.238336,0.96875805,28.108181,0.5377944,27.53474,1.0423619,44.469376
615,615,0.08531779,3.7893972,0.15562019,6.8925643,0.24159959,11.242389,0.7654376,33.952705,0.63914174,27.494059,1.2239482,55.040703,0.44844764,20.474792,1.1786919,54.193047,,0.12787631,2.3481176,0.17393462,3.170219,0.27372074,3.7835946,0.81093216,14.8368635,0.7069984,12.8056965,0.964576,27.120874,0.538387,26.887573,1.0412859,43.374447
616,616,0.08629731,3.7214506,0.15671703,6.7401595,0.24210304,10.97666,0.7654743,32.964973,0.63949865,26.706476,1.2300184,53.92028,0.45157918,20.05263,1.1814523,52.972588,,0.12834762,2.2725976,0.17669338,3.1064107,0.2778228,3.7025492,0.8178572,14.438081,0.71090543,12.422016,0.9608698,26.16819,0.5386129,26.273726,1.0400122,42.249813
617,617,0.08722138,3.6509013,0.15748388,6.57457,0.24271634,10.720683,0.76513857,31.983805,0.6397971,25.92866,1.2361052,52.800877,0.45454493,19.625238,1.1847992,51.790295,,0.1288514,2.1983576,0.17977513,3.0479357,0.28231975,3.6210349,0.8256589,14.060458,0.716434,12.072405,0.9571429,25.23249,0.53889346,25.696703,1.0380385,41.07094
618,618,0.0876951,3.56,0.15786439,6.391573,0.24302454,10.450326,0.7645589,30.996632,0.63999474,25.153727,1.2417051,51.65069,0.45744342,19.186516,1.1886237,50.61901,,0.12945154,2.1292162,0.18358438,3.0015998,0.28804103,3.546048,0.83376676,13.697644,0.7224496,11.739733,0.9543466,24.335848,0.53900516,25.138477,1.035164,39.82688
619,619,0.08736586,3.4371417,0.15796998,6.197802,0.24322289,10.17039,0.76358,30.00137,0.64006263,24.374743,1.2466531,50.439037,0.45992008,18.722775,1.1924498,49.429802,,0.13040249,2.067648,0.18776181,2.960981,0.29395345,3.469184,0.84301835,13.360982,0.7280839,11.417258,0.9525078,23.476074,0.5393379,24.60284,1.0313821,38.534634
620,620,0.08633297,3.2896643,0.15734646,5.978219,0.24339291,9.886188,0.762041,29.001451,0.64006495,23.60068,1.2506839,49.15842,0.4621746,18.240915,1.1958313,48.206375,,0.13134275,2.0111146,0.19186486,2.9220479,0.3011227,3.3920004,0.8529976,13.056895,0.7326376,11.100331,0.95242584,22.66944,0.54007053,24.086765,1.0269423,37.21941
621,621,0.08503535,3.137301,0.15639745,5.7521067,0.24360093,9.603562,0.75986505,27.999765,0.6398845,22.836565,1.2529081,47.815998,0.46479222,17.771393,1.1984011,46.950657,,0.13170123,1.950187,0.19602524,2.8872104,0.30829838,3.3065174,0.8642863,12.793152,0.7363724,10.792919,0.9545932,21.918356,0.5410214,23.574913,1.0219147,35.9053
622,622,0.08360419,2.9862616,0.15540415,5.5334187,0.24351512,9.314752,0.7576533,27.029013,0.6394791,22.090368,1.253331,46.423805,0.4674526,17.313515,1.199693,45.66509,,0.13181533,1.8901546,0.20048968,2.8596907,0.31586125,3.2253225,0.8753966,12.546026,0.73927754,10.498987,0.960309,21.234495,0.5421982,23.064512,1.0169617,34.623062
623,623,0.08212979,2.840981,0.1546079,5.3309865,0.24354756,9.036117,0.7551601,26.090199,0.63864195,21.366293,1.2517785,45.002686,0.46954387,16.851414,1.1995586,44.35697,,0.1319176,1.832896,0.20479727,2.832,0.32252648,3.1380053,0.88688,12.315948,0.7425774,10.2260065,0.96823263,20.593664,0.54328096,22.537428,1.0125726,33.398697
624,624,0.081101626,2.7176962,0.15445757,5.159914,0.2435435,8.766507,0.75302917,25.202131,0.63759977,20.670036,1.2481872,43.571175,0.47182605,16.411072,1.1982069,43.041275,,0.13179822,1.7747841,0.209224,2.8050346,0.32936665,3.0538454,0.897931,12.086869,0.7472505,9.970004,0.9780301,19.997778,0.54433,21.995714,1.008937,32.23878
625,625,0.08035758,2.6090665,0.1554516,5.0322347,0.24382976,8.514218,0.7511082,24.355967,0.63620025,19.99919,1.2427003,42.132217,0.4739598,15.983168,1.1960349,41.733826,,0.1317705,1.7181439,0.2133134,2.7697706,0.3342039,2.970112,0.9081639,11.842303,0.7543129,9.736598,0.9880137,19.422295,0.5452977,21.44271,1.0059259,31.13265
626,626,0.07945288,2.5004158,0.15720166,4.9335465,0.24408568,8.266326,0.7492569,23.551382,0.63478094,19.356287,1.2360888,40.69979,0.47572744,15.561813,1.1933365,40.4378,,0.13272831,1.6717227,0.21807623,2.7364693,0.3390206,2.9002879,0.9175882,11.570303,0.7643151,9.52608,0.997776,18.86415,0.5460659,20.877098,1.003626,30.078978
627,627,0.078516,2.3965225,0.15896595,4.8384857,0.2441797,8.019199,0.74736387,22.777323,0.6333926,18.744446,1.228746,39.276413,0.476792,15.131329,1.1902755,39.160557,,0.1341585,1.6294614,0.22339879,2.7013547,0.34444535,2.8437333,0.9266891,11.269034,0.7768853,9.322623,1.005513,18.318953,0.5462367,20.292843,1.0020419,29.060991
628,628,0.07780438,2.3042347,0.16088535,4.752555,0.24378501,7.761365,0.7454058,22.040937,0.6321977,18.166996,1.2212974,37.87181,0.47810492,14.725163,1.1871383,37.89986,,0.13630071,1.5922134,0.22944777,2.6672428,0.35148582,2.8034134,0.9369459,10.953343,0.79098415,9.119765,1.0119989,17.796865,0.54588467,19.70048,1.0010687,28.07648
629,629,0.077338256,2.2248108,0.16226393,4.654976,0.2429497,7.491392,0.7428817,21.33122,0.6311038,17.618305,1.2143615,36.499496,0.47961944,14.338069,1.1837935,36.649918,,0.13906951,1.5607678,0.23578626,2.6323202,0.35924205,2.7777705,0.9480598,10.643733,0.80523914,8.914198,1.0170575,17.286293,0.5452801,19.11377,1.000904,27.12045
630,630,0.07692307,2.15104,0.16311331,4.548117,0.24146229,7.2047358,0.740161,20.654825,0.6299387,17.099754,1.2075654,35.17327,0.48059356,13.950593,1.1801064,35.410366,,0.14248101,1.5355945,0.24297887,2.6055892,0.3687007,2.7681067,0.95889443,10.342251,0.81860334,8.706796,1.0214069,16.794153,0.54432446,18.535955,1.0019697,26.208128
631,631,0.07692187,2.0932055,0.1632636,4.429141,0.23956244,6.913366,0.73767436,20.026327,0.629294,16.623402,1.2010174,33.905434,0.4818945,13.581888,1.1761426,34.19716,,0.14647493,1.5162239,0.25127658,2.586688,0.37957633,2.7749763,0.96914154,10.04256,0.83079326,8.48866,1.0258417,16.310698,0.54318434,17.97133,1.0042255,25.330431
632,632,0.07727687,2.047744,0.1636314,4.3224106,0.2382666,6.6480637,0.7355619,19.443882,0.62876004,16.179754,1.1950077,32.721516,0.48331806,13.23712,1.1724854,33.03089,,0.15077834,1.4978346,0.25887802,2.5602772,0.39043072,2.7833817,0.97909623,9.743296,0.8393388,8.246272,1.0305567,15.812267,0.5415585,17.409452,1.0071467,24.480618
633,633,0.078005284,2.0145066,0.16363557,4.2115626,0.23718534,6.4009385,0.73330945,18.887829,0.6283917,15.764714,1.1899177,31.62571,0.48413187,12.895083,1.1685704,31.926441,,0.15438108,1.4762454,0.26484403,2.5226877,0.4004295,2.7884586,0.9851786,9.449834,0.845904,8.010688,1.0355635,15.295808,0.5395375,16.848257,1.0105448,23.650475
634,634,0.07876667,1.9829121,0.16339163,4.1001387,0.23697172,6.1933007,0.73112535,18.361067,0.62814844,15.379838,1.1852397,30.620907,0.4840389,12.555159,1.165157,30.902868,,0.15815862,1.4568106,0.27059928,2.4831574,0.41096073,2.7889922,0.9888306,9.145022,0.85078835,7.770987,1.0415466,14.770453,0.5367165,16.278124,1.0150651,22.854826
635,635,0.07956982,1.954496,0.1628969,3.988971,0.23722926,6.016235,0.7290535,17.866518,0.62806755,15.0202675,1.181816,29.712833,0.48432007,12.251371,1.1619208,29.95981,,0.16188326,1.4386561,0.27585834,2.4418776,0.42191964,2.7807362,0.9916637,8.849046,0.8538628,7.533994,1.0482892,14.235263,0.53352,15.710528,1.0199448,22.097559
636,636,0.08052651,1.9319679,0.16285048,3.8948696,0.23811433,5.8722777,0.72648656,17.389803,0.62762636,14.674219,1.1792495,28.887827,0.48386976,11.957482,1.159385,29.101866,,0.16536702,1.4214401,0.27893135,2.3886936,0.43089342,2.7525334,0.99570626,8.588076,0.8543226,7.298731,1.0540425,13.695446,0.5302991,15.156779,1.0258949,21.388948
637,637,0.08131433,1.9071146,0.16277957,3.8057814,0.23869178,5.7346983,0.7236136,16.932266,0.62731284,14.340459,1.1772012,28.132307,0.48320752,11.677995,1.1569718,28.315115,,0.16899696,1.413568,0.28115493,2.3424,0.43910816,2.7143679,0.9997609,8.387818,0.85563093,7.107477,1.0604963,13.190356,0.5279113,14.636011,1.0335319,20.73965
638,638,0.081797436,1.8761599,0.16271685,3.7204695,0.23935458,5.6101546,0.7209783,16.496,0.6270337,14.01103,1.1750469,27.430824,0.48279604,11.4159565,1.1550636,27.588118,,0.17349738,1.4146985,0.28486332,2.3125975,0.4456654,2.6674132,1.0061378,8.224874,0.85647404,6.9262295,1.067989,12.716394,0.5266106,14.152406,1.042031,20.13184
639,639,0.0821117,1.8411307,0.16266677,3.6356049,0.239554,5.4823246,0.7187297,16.071423,0.62661487,13.672597,1.1728556,26.77041,0.48207396,11.159445,1.1530278,26.899479,,0.1781539,1.4192641,0.28893822,2.2913065,0.45011958,2.6116054,1.0134165,8.090965,0.85730326,6.762006,1.0749729,12.273771,0.5259205,13.692884,1.0506238,19.547092
640,640,0.082584046,1.8073599,0.16228013,3.5400958,0.23947538,5.3518295,0.71688145,15.644884,0.6258795,13.3069,1.1706089,26.141228,0.4815844,10.911979,1.1510265,26.247402,,0.18279164,1.4235519,0.29289576,2.2710402,0.45328915,2.5540268,1.0204223,7.957291,0.8573832,6.5981655,1.0814002,11.866496,0.525946,13.255658,1.0594239,18.968151
641,641,0.082383685,1.7555627,0.16111757,3.422464,0.23918116,5.217365,0.71593326,15.20992,0.62494385,12.916799,1.168476,25.530558,0.4814527,10.67232,1.148497,25.607256,,0.1869986,1.4266667,0.29711005,2.2583468,0.4579508,2.509248,1.0236295,7.8137813,0.857394,6.451243,1.0863479,11.496214,0.5264506,12.838059,1.0671266,18.379072
642,642,0.0819968,1.6970879,0.15917405,3.2839465,0.23871669,5.080874,0.7147522,14.744724,0.62355584,12.4952755,1.1666125,24.929644,0.48170796,10.435413,1.145583,24.980162,,0.19150513,1.4278828,0.30293694,2.2506452,0.46266246,2.4729815,1.0253918,7.649237,0.8571233,6.299029,1.089033,11.1384325,0.5279517,12.447146,1.0718508,17.780993
643,643,0.081571944,1.6365653,0.15732148,3.1462185,0.23870926,4.958955,0.7136658,14.2719145,0.6210835,12.05216,1.1655059,24.345537,0.48197937,10.202837,1.1426367,24.376492,,0.19650903,1.4280746,0.30943626,2.2400215,0.47001484,2.447637,1.0268658,7.4634027,0.85836846,6.147329,1.0879283,10.765675,0.530135,12.070871,1.0750617,17.177687
644,644,0.08136252,1.5817813,0.15564205,3.0164905,0.23914967,4.8500266,0.7117829,13.791808,0.61801475,11.61314,1.1651297,23.780201,0.4827969,9.975743,1.1407571,23.81054,,0.20140222,1.4272425,0.31541702,2.2261548,0.47829068,2.4254723,1.0257077,7.2715516,0.85870117,5.998891,1.083945,10.40111,0.5339695,11.723158,1.0760701,16.580246
645,645,0.08102637,1.5269759,0.15429077,2.8986452,0.24005072,4.7546024,0.70932525,13.319894,0.61517805,11.210048,1.1650577,23.225622,0.48361388,9.745343,1.1401172,23.268461,,0.2062246,1.4265815,0.3215387,2.2129066,0.48716232,2.4055893,1.0251075,7.0926294,0.86120856,5.870677,1.0766742,10.0352,0.5391772,11.395392,1.0754752,15.986965
646,646,0.08113813,1.4843735,0.15365884,2.8026454,0.24157126,4.674944,0.70586455,12.864533,0.6116646,10.826966,1.1657609,22.687212,0.48427135,9.514623,1.1403116,22.754175,,0.21144013,1.427328,0.32805592,2.1996157,0.49442464,2.3818452,1.0274452,6.934592,0.86680496,5.7621126,1.0680485,9.689131,0.5455649,11.088789,1.073321,15.405013
647,647,0.08164227,1.4524801,0.15384886,2.729451,0.24404912,4.6120105,0.7019707,12.443071,0.60760903,10.475115,1.166884,22.153196,0.48535717,9.294442,1.1416099,22.247766,,0.21688795,1.4283096,0.3343988,2.1872213,0.5010469,2.3585067,1.0319294,6.786453,0.8739109,5.6661124,1.0582029,9.36896,0.55245507,10.796993,1.0730647,14.847254
648,648,0.08211904,1.4227414,0.15425365,2.6656213,0.24720538,4.5512533,0.69675946,12.026091,0.60312515,10.137238,1.1674217,21.596563,0.48582026,9.056363,1.1440102,21.725504,,0.22203365,1.4290347,0.33922964,2.170368,0.50831985,2.3363414,1.0347092,6.651541,0.88138354,5.586816,1.0480652,9.088575,0.5592039,10.51554,1.0746257,14.328939
649,649,0.08234937,1.389056,0.15453556,2.6002557,0.24997406,4.475093,0.6915548,11.622442,0.5980377,9.79714,1.1668632,21.005804,0.48534125,8.802304,1.1457776,21.166784,,0.22776927,1.4296962,0.34278733,2.140587,0.51577497,2.3174827,1.040846,6.524011,0.89120156,5.5089283,1.0395848,8.812928,0.565024,10.237718,1.0779157,13.837953
650,650,0.08242024,1.3542186,0.15508953,2.5424426,0.2528456,4.390656,0.68558574,11.226304,0.5916247,9.448917,1.1657301,20.38415,0.48424375,8.543041,1.1467433,20.583616,,0.23363207,1.4300376,0.34365413,2.0929067,0.5233809,2.301056,1.0464846,6.3966722,0.89863425,5.415616,1.0327805,8.554219,0.56949276,9.958912,1.0836372,13.372672
651,651,0.08262723,1.3226666,0.15517533,2.4788263,0.25522688,4.2889385,0.67970145,10.845801,0.58527637,9.105215,1.162609,19.726679,0.48288882,8.28497,1.1470321,19.97216,,0.23994273,1.4298028,0.34424335,2.0422828,0.5324624,2.2840962,1.0516347,6.261909,0.9036516,5.3046618,1.0251507,8.279018,0.57333606,9.678976,1.0929412,12.951382
652,652,0.08297735,1.2928854,0.15536682,2.4157012,0.25607142,4.160512,0.67379916,10.4676695,0.5789988,8.765654,1.1572499,19.052372,0.48016146,8.014634,1.145903,19.348415,,0.2462644,1.429568,0.343315,1.984064,0.54062337,2.264448,1.0545604,6.1294084,0.90672326,5.1906347,1.0173116,7.9945173,0.57696176,9.403819,1.1031284,12.544811
653,653,0.083142094,1.2613121,0.15475278,2.3428695,0.25482643,4.0053544,0.6690149,10.121685,0.573635,8.449793,1.1499339,18.391682,0.47699806,7.757611,1.1420871,18.72772,,0.2525892,1.4297814,0.34182855,1.9271253,0.5450125,2.2424748,1.0576009,6.0023675,0.9083643,5.074496,1.0103967,7.720918,0.58141464,9.144042,1.11269,12.157909
654,654,0.08335727,1.232256,0.1544878,2.2789118,0.25225455,3.8411522,0.6644687,9.796543,0.5690311,8.158274,1.140545,17.7571,0.47333586,7.503275,1.1359321,18.121601,,0.25902858,1.4299095,0.34158203,1.8799361,0.54771614,2.2174935,1.0578822,5.864064,0.90859306,4.9553065,1.0006973,7.4402986,0.5867787,8.885099,1.1225467,11.779159
655,655,0.08389508,1.2091308,0.1535284,2.207488,0.24820039,3.6711469,0.66067004,9.496427,0.56569034,7.889109,1.1288407,17.155561,0.46903518,7.2568526,1.127774,17.530262,,0.26588923,1.4300162,0.3450071,1.8509012,0.54660875,2.1785173,1.0601692,5.7341866,0.90877175,4.8365655,0.99246126,7.1701326,0.593568,8.63921,1.1316088,11.42383
656,656,0.084696636,1.1880747,0.15339585,2.145984,0.2430176,3.5017812,0.65786487,9.204523,0.5624693,7.635135,1.1164398,16.587093,0.4643081,7.008789,1.1169341,16.956287,,0.2729979,1.4302294,0.34838995,1.8206506,0.5426661,2.1332479,1.0657557,5.6183686,0.9107761,4.723328,0.98662466,6.922453,0.6019917,8.406719,1.1363659,11.060118
657,657,0.085476235,1.1684268,0.15231709,2.0757334,0.23785336,3.3455145,0.65558404,8.934614,0.5604121,7.398421,1.103842,16.0499,0.46035826,6.776405,1.1042639,16.39187,,0.2797691,1.4304003,0.35180864,1.7951361,0.53855604,2.0869548,1.0713804,5.5103354,0.91343147,4.615211,0.98331034,6.695488,0.61223143,8.1837225,1.1359744,10.705664
658,658,0.08726809,1.1594882,0.15207101,2.01344,0.2333683,3.205696,0.65376467,8.655552,0.55871356,7.161451,1.0926644,15.530752,0.4570613,6.5473704,1.0922487,15.842815,,0.28630602,1.4304003,0.35450527,1.7671039,0.53462255,2.0407467,1.0755601,5.402582,0.9167233,4.5157547,0.979569,6.477589,0.62375784,7.9653115,1.1324277,10.351681
659,659,0.08972142,1.155968,0.15170997,1.9468588,0.22996838,3.081984,0.6523658,8.372758,0.5582055,6.932502,1.0849689,15.028585,0.4551147,6.342848,1.0819863,15.315202,,0.29214928,1.4304003,0.35535726,1.7340373,0.53091204,1.9965012,1.077711,5.3049817,0.91959697,4.432683,0.97607434,6.2741756,0.63753104,7.776981,1.1256429,10.006059
660,660,0.0929025,1.1581866,0.15265165,1.8952318,0.22764206,2.9711573,0.64957446,8.065642,0.557533,6.6969385,1.0805061,14.536917,0.45432845,6.1431894,1.074035,14.798933,,0.2970916,1.4304003,0.3544394,1.7001599,0.52981985,1.9617068,1.0738237,5.203904,0.9225757,4.365973,0.9740153,6.0910506,0.6519004,7.5939198,1.1150059,9.652181
661,661,0.0963139,1.1610453,0.15328838,1.8404906,0.22706236,2.881984,0.6455045,7.750997,0.5578634,6.466432,1.076773,14.061291,0.45388523,5.95328,1.0696752,14.3095045,,0.30048677,1.4304003,0.3517041,1.667584,0.52977014,1.9349974,1.0636984,5.10961,0.9227516,4.314816,0.9676398,5.905173,0.66669035,7.4277334,1.1021626,9.310528
662,662,0.10033344,1.1663359,0.15481304,1.7938133,0.22815877,2.8098989,0.64240104,7.442218,0.55823934,6.243456,1.0752722,13.59697,0.45384076,5.766571,1.0665729,13.834091,,0.30277312,1.4304003,0.34833384,1.6377599,0.5304279,1.914112,1.0531722,5.029973,0.92088395,4.274453,0.95564055,5.7108054,0.6786765,7.255808,1.08932,8.984385
663,663,0.10502924,1.1786667,0.15630724,1.7493973,0.22967917,2.742827,0.6395998,7.159083,0.5591203,6.038272,1.073331,13.1361065,0.45435125,5.5835724,1.0643003,13.371607,,0.3041162,1.4304003,0.34426454,1.609792,0.53199685,1.8953387,1.0422162,4.958571,0.9168921,4.2386136,0.9382919,5.503104,0.6878518,7.081344,1.076747,8.670209
664,664,0.10990242,1.1927254,0.15800712,1.7113172,0.2318498,2.6780372,0.63827044,6.913813,0.56057584,5.855509,1.0709437,12.695509,0.45406145,5.395926,1.0624417,12.920832,,0.30558532,1.4304003,0.34076673,1.5826986,0.5350756,1.8764801,1.032097,4.8883414,0.9143388,4.2012377,0.92078537,5.295061,0.69189024,6.8735147,1.0662931,8.364629
665,665,0.11510841,1.2094721,0.15890281,1.6658133,0.23380078,2.6096854,0.6409291,6.7196584,0.5638702,5.6978135,1.0689389,12.276182,0.45399553,5.2259417,1.0604454,12.497941,,0.30883822,1.4304003,0.33771467,1.5517441,0.5387971,1.8630828,1.029512,4.8261333,0.91649175,4.160491,0.9011951,5.077973,0.69352996,6.660758,1.0609319,8.072384
666,666,0.120405965,1.2244906,0.15983291,1.6210347,0.23615436,2.540693,0.6470769,6.5635624,0.56879777,5.5618773,1.0717961,11.8891735,0.45550224,5.079275,1.0593946,12.087765,,0.3142267,1.4304003,0.33686605,1.5209601,0.5425443,1.8515838,1.0310359,4.752597,0.92286706,4.11328,0.88361096,4.8722353,0.6915125,6.4293337,1.0576361,7.7781324
667,667,0.12604915,1.2401919,0.16104487,1.5796483,0.23815073,2.4640002,0.65425843,6.418432,0.57486,5.4366727,1.0760381,11.516053,0.45922187,4.961301,1.0616313,11.701226,,0.3218004,1.4304003,0.3378657,1.4890239,0.54562676,1.8378454,1.0363094,4.667648,0.9323244,4.05664,0.86705875,4.6688,0.68927646,6.209238,1.0544845,7.4781446
